id,uri,nome,siglaPartido,uriPartido,siglaUf,idLegislatura,urlFoto,email,sexo
178925,https://dadosabertos.camara.leg.br/api/v2/deputados/178925,Rejane Dias,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PI,56,https://www.camara.leg.br/internet/deputado/bandep/178925.jpg,dep.rejanedias@camara.leg.br,F
215361,https://dadosabertos.camara.leg.br/api/v2/deputados/215361,Rachel Marques,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,CE,56,https://www.camara.leg.br/internet/deputado/bandep/215361.jpg,,F
204467,https://dadosabertos.camara.leg.br/api/v2/deputados/204467,Professora Rosa Neide,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MT,56,https://www.camara.leg.br/internet/deputado/bandep/204467.jpg,dep.professorarosaneide@camara.leg.br,F
160641,https://dadosabertos.camara.leg.br/api/v2/deputados/160641,Professora Marcivania,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,AP,56,https://www.camara.leg.br/internet/deputado/bandep/160641.jpg,dep.professoramarcivania@camara.leg.br,F
160639,https://dadosabertos.camara.leg.br/api/v2/deputados/160639,Professora Dorinha Seabra Rezende,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,TO,56,https://www.camara.leg.br/internet/deputado/bandep/160639.jpg,dep.professoradorinhaseabrarezende@camara.leg.br,F
204565,https://dadosabertos.camara.leg.br/api/v2/deputados/204565,Professora Dayane Pimentel,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,BA,56,https://www.camara.leg.br/internet/deputado/bandep/204565.jpg,dep.professoradayanepimentel@camara.leg.br,F
204529,https://dadosabertos.camara.leg.br/api/v2/deputados/204529,Policial Katia Sastre,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204529.jpg,dep.policialkatiasastre@camara.leg.br,F
73943,https://dadosabertos.camara.leg.br/api/v2/deputados/73943,Perpétua Almeida,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,AC,56,https://www.camara.leg.br/internet/deputado/bandep/73943.jpg,dep.perpetuaalmeida@camara.leg.br,F
204377,https://dadosabertos.camara.leg.br/api/v2/deputados/204377,Paula Belmonte,CIDADANIA,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,DF,56,https://www.camara.leg.br/internet/deputado/bandep/204377.jpg,dep.paulabelmonte@camara.leg.br,F
205535,https://dadosabertos.camara.leg.br/api/v2/deputados/205535,Patricia Ferraz,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,AP,56,https://www.camara.leg.br/internet/deputado/bandep/205535.jpg,,F
216198,https://dadosabertos.camara.leg.br/api/v2/deputados/216198,Norma Pereira,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,SC,56,https://www.camara.leg.br/internet/deputado/bandep/216198.jpg,,F
66179,https://dadosabertos.camara.leg.br/api/v2/deputados/66179,Norma Ayub,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,ES,56,https://www.camara.leg.br/internet/deputado/bandep/66179.jpg,dep.normaayub@camara.leg.br,F
204453,https://dadosabertos.camara.leg.br/api/v2/deputados/204453,Natália Bonavides,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RN,56,https://www.camara.leg.br/internet/deputado/bandep/204453.jpg,dep.nataliabonavides@camara.leg.br,F
204432,https://dadosabertos.camara.leg.br/api/v2/deputados/204432,Marina Santos,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,PI,56,https://www.camara.leg.br/internet/deputado/bandep/204432.jpg,dep.marinasantos@camara.leg.br,F
204428,https://dadosabertos.camara.leg.br/api/v2/deputados/204428,Marília Arraes,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PE,56,https://www.camara.leg.br/internet/deputado/bandep/204428.jpg,dep.mariliaarraes@camara.leg.br,F
178956,https://dadosabertos.camara.leg.br/api/v2/deputados/178956,Mariana Carvalho,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,RO,56,https://www.camara.leg.br/internet/deputado/bandep/178956.jpg,dep.marianacarvalho@camara.leg.br,F
204540,https://dadosabertos.camara.leg.br/api/v2/deputados/204540,Maria Rosas,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204540.jpg,,F
74398,https://dadosabertos.camara.leg.br/api/v2/deputados/74398,Maria do Rosário,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,56,https://www.camara.leg.br/internet/deputado/bandep/74398.jpg,dep.mariadorosario@camara.leg.br,F
171619,https://dadosabertos.camara.leg.br/api/v2/deputados/171619,Margarida Salomão,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,56,https://www.camara.leg.br/internet/deputado/bandep/171619.jpg,,F
204430,https://dadosabertos.camara.leg.br/api/v2/deputados/204430,Margarete Coelho,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PI,56,https://www.camara.leg.br/internet/deputado/bandep/204430.jpg,dep.margaretecoelho@camara.leg.br,F
204471,https://dadosabertos.camara.leg.br/api/v2/deputados/204471,Mara Rocha,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,AC,56,https://www.camara.leg.br/internet/deputado/bandep/204471.jpg,dep.mararocha@camara.leg.br,F
204458,https://dadosabertos.camara.leg.br/api/v2/deputados/204458,Major Fabiana,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/204458.jpg,dep.majorfabiana@camara.leg.br,F
166402,https://dadosabertos.camara.leg.br/api/v2/deputados/166402,Magda Mofatto,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,GO,56,https://www.camara.leg.br/internet/deputado/bandep/166402.jpg,dep.magdamofatto@camara.leg.br,F
178866,https://dadosabertos.camara.leg.br/api/v2/deputados/178866,Luizianne Lins,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,CE,56,https://www.camara.leg.br/internet/deputado/bandep/178866.jpg,dep.luiziannelins@camara.leg.br,F
74784,https://dadosabertos.camara.leg.br/api/v2/deputados/74784,Luiza Erundina,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,SP,56,https://www.camara.leg.br/internet/deputado/bandep/74784.jpg,dep.luizaerundina@camara.leg.br,F
204410,https://dadosabertos.camara.leg.br/api/v2/deputados/204410,Luisa Canziani,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,PR,56,https://www.camara.leg.br/internet/deputado/bandep/204410.jpg,dep.luisacanziani@camara.leg.br,F
204405,https://dadosabertos.camara.leg.br/api/v2/deputados/204405,Liziane Bayer,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,RS,56,https://www.camara.leg.br/internet/deputado/bandep/204405.jpg,dep.lizianebayer@camara.leg.br,F
139285,https://dadosabertos.camara.leg.br/api/v2/deputados/139285,Lídice da Mata,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,BA,56,https://www.camara.leg.br/internet/deputado/bandep/139285.jpg,dep.lidicedamata@camara.leg.br,F
204375,https://dadosabertos.camara.leg.br/api/v2/deputados/204375,Leda Sadala,AVANTE,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,AP,56,https://www.camara.leg.br/internet/deputado/bandep/204375.jpg,dep.ledasadala@camara.leg.br,F
178832,https://dadosabertos.camara.leg.br/api/v2/deputados/178832,Leandre,PV,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,PR,56,https://www.camara.leg.br/internet/deputado/bandep/178832.jpg,dep.leandre@camara.leg.br,F
160534,https://dadosabertos.camara.leg.br/api/v2/deputados/160534,Lauriete,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,ES,56,https://www.camara.leg.br/internet/deputado/bandep/160534.jpg,dep.lauriete@camara.leg.br,F
74856,https://dadosabertos.camara.leg.br/api/v2/deputados/74856,Laura Carneiro,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/74856.jpg,,F
204546,https://dadosabertos.camara.leg.br/api/v2/deputados/204546,Joice Hasselmann,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204546.jpg,dep.joicehasselmann@camara.leg.br,F
204468,https://dadosabertos.camara.leg.br/api/v2/deputados/204468,Joenia Wapichana,REDE,https://dadosabertos.camara.leg.br/api/v2/partidos/36886,RR,56,https://www.camara.leg.br/internet/deputado/bandep/204468.jpg,dep.joeniawapichana@camara.leg.br,F
178839,https://dadosabertos.camara.leg.br/api/v2/deputados/178839,Jéssica Sales,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,AC,56,https://www.camara.leg.br/internet/deputado/bandep/178839.jpg,dep.jessicasales@camara.leg.br,F
108338,https://dadosabertos.camara.leg.br/api/v2/deputados/108338,Jaqueline Cassol,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RO,56,https://www.camara.leg.br/internet/deputado/bandep/108338.jpg,dep.jaquelinecassol@camara.leg.br,F
74848,https://dadosabertos.camara.leg.br/api/v2/deputados/74848,Jandira Feghali,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/74848.jpg,dep.jandirafeghali@camara.leg.br,F
67138,https://dadosabertos.camara.leg.br/api/v2/deputados/67138,Iracema Portella,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PI,56,https://www.camara.leg.br/internet/deputado/bandep/67138.jpg,dep.iracemaportella@camara.leg.br,F
198197,https://dadosabertos.camara.leg.br/api/v2/deputados/198197,Greyce Elias,AVANTE,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,MG,56,https://www.camara.leg.br/internet/deputado/bandep/198197.jpg,dep.greyceelias@camara.leg.br,F
129618,https://dadosabertos.camara.leg.br/api/v2/deputados/129618,GORETE PEREIRA,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,CE,56,https://www.camara.leg.br/internet/deputado/bandep/129618.jpg,,F
107283,https://dadosabertos.camara.leg.br/api/v2/deputados/107283,Gleisi Hoffmann,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PR,56,https://www.camara.leg.br/internet/deputado/bandep/107283.jpg,dep.gleisihoffmann@camara.leg.br,F
178966,https://dadosabertos.camara.leg.br/api/v2/deputados/178966,Geovania de Sá,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,SC,56,https://www.camara.leg.br/internet/deputado/bandep/178966.jpg,dep.geovaniadesa@camara.leg.br,F
204447,https://dadosabertos.camara.leg.br/api/v2/deputados/204447,Flordelis,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/204447.jpg,,F
160598,https://dadosabertos.camara.leg.br/api/v2/deputados/160598,Flávia Morais,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,GO,56,https://www.camara.leg.br/internet/deputado/bandep/160598.jpg,dep.flaviamorais@camara.leg.br,F
204354,https://dadosabertos.camara.leg.br/api/v2/deputados/204354,Flávia Arruda,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,DF,56,https://www.camara.leg.br/internet/deputado/bandep/204354.jpg,,F
204407,https://dadosabertos.camara.leg.br/api/v2/deputados/204407,Fernanda Melchionna,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,RS,56,https://www.camara.leg.br/internet/deputado/bandep/204407.jpg,dep.fernandamelchionna@camara.leg.br,F
160575,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,Erika Kokay,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,DF,56,https://www.camara.leg.br/internet/deputado/bandep/160575.jpg,dep.erikakokay@camara.leg.br,F
218086,https://dadosabertos.camara.leg.br/api/v2/deputados/218086,Ely Santos,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,SP,56,https://www.camara.leg.br/internet/deputado/bandep/218086.jpg,dep.elysantos@camara.leg.br,F
74075,https://dadosabertos.camara.leg.br/api/v2/deputados/74075,Elcione Barbalho,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,PA,56,https://www.camara.leg.br/internet/deputado/bandep/74075.jpg,dep.elcionebarbalho@camara.leg.br,F
204421,https://dadosabertos.camara.leg.br/api/v2/deputados/204421,Edna Henrique,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,PB,56,https://www.camara.leg.br/internet/deputado/bandep/204421.jpg,,F
178994,https://dadosabertos.camara.leg.br/api/v2/deputados/178994,Dulce Miranda,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,TO,56,https://www.camara.leg.br/internet/deputado/bandep/178994.jpg,dep.dulcemiranda@camara.leg.br,F
204434,https://dadosabertos.camara.leg.br/api/v2/deputados/204434,Dra. Vanda Milani,SOLIDARIEDADE,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,AC,56,https://www.camara.leg.br/internet/deputado/bandep/204434.jpg,dep.dra.vandamilani@camara.leg.br,F
81297,https://dadosabertos.camara.leg.br/api/v2/deputados/81297,Dra. Soraya Manato,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,ES,56,https://www.camara.leg.br/internet/deputado/bandep/81297.jpg,dep.dra.sorayamanato@camara.leg.br,F
204459,https://dadosabertos.camara.leg.br/api/v2/deputados/204459,Daniela do Waguinho,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/204459.jpg,dep.danieladowaguinho@camara.leg.br,F
178939,https://dadosabertos.camara.leg.br/api/v2/deputados/178939,Clarissa Garotinho,PROS,https://dadosabertos.camara.leg.br/api/v2/partidos/36763,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/178939.jpg,dep.clarissagarotinho@camara.leg.br,F
178928,https://dadosabertos.camara.leg.br/api/v2/deputados/178928,Christiane de Souza Yared,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,PR,56,https://www.camara.leg.br/internet/deputado/bandep/178928.jpg,dep.christianedesouzayared@camara.leg.br,F
204462,https://dadosabertos.camara.leg.br/api/v2/deputados/204462,Chris Tonietto,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/204462.jpg,dep.christonietto@camara.leg.br,F
204380,https://dadosabertos.camara.leg.br/api/v2/deputados/204380,Celina Leão,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,DF,56,https://www.camara.leg.br/internet/deputado/bandep/204380.jpg,dep.celinaleao@camara.leg.br,F
204369,https://dadosabertos.camara.leg.br/api/v2/deputados/204369,Caroline de Toni,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,SC,56,https://www.camara.leg.br/internet/deputado/bandep/204369.jpg,dep.carolinedetoni@camara.leg.br,F
164360,https://dadosabertos.camara.leg.br/api/v2/deputados/164360,Carmen Zanotto,CIDADANIA,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,SC,56,https://www.camara.leg.br/internet/deputado/bandep/164360.jpg,dep.carmenzanotto@camara.leg.br,F
204507,https://dadosabertos.camara.leg.br/api/v2/deputados/204507,Carla Zambelli,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204507.jpg,dep.carlazambelli@camara.leg.br,F
213762,https://dadosabertos.camara.leg.br/api/v2/deputados/213762,Carla Dickson,PROS,https://dadosabertos.camara.leg.br/api/v2/partidos/36763,RN,56,https://www.camara.leg.br/internet/deputado/bandep/213762.jpg,dep.carladickson@camara.leg.br,F
160589,https://dadosabertos.camara.leg.br/api/v2/deputados/160589,Bruna Furlan,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,SP,56,https://www.camara.leg.br/internet/deputado/bandep/160589.jpg,dep.brunafurlan@camara.leg.br,F
204374,https://dadosabertos.camara.leg.br/api/v2/deputados/204374,Bia Kicis,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,DF,56,https://www.camara.leg.br/internet/deputado/bandep/204374.jpg,dep.biakicis@camara.leg.br,F
207176,https://dadosabertos.camara.leg.br/api/v2/deputados/207176,Bia Cavassa,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,MS,56,https://www.camara.leg.br/internet/deputado/bandep/207176.jpg,dep.biacavassa@camara.leg.br,F
73701,https://dadosabertos.camara.leg.br/api/v2/deputados/73701,Benedita da Silva,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/73701.jpg,dep.beneditadasilva@camara.leg.br,F
204509,https://dadosabertos.camara.leg.br/api/v2/deputados/204509,Áurea Carolina,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,MG,56,https://www.camara.leg.br/internet/deputado/bandep/204509.jpg,dep.aureacarolina@camara.leg.br,F
73696,https://dadosabertos.camara.leg.br/api/v2/deputados/73696,Angela Amin,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,SC,56,https://www.camara.leg.br/internet/deputado/bandep/73696.jpg,dep.angelaamin@camara.leg.br,F
204400,https://dadosabertos.camara.leg.br/api/v2/deputados/204400,Aline Sleutjes,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,PR,56,https://www.camara.leg.br/internet/deputado/bandep/204400.jpg,dep.alinesleutjes@camara.leg.br,F
204353,https://dadosabertos.camara.leg.br/api/v2/deputados/204353,Aline Gurgel,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,AP,56,https://www.camara.leg.br/internet/deputado/bandep/204353.jpg,dep.alinegurgel@camara.leg.br,F
74057,https://dadosabertos.camara.leg.br/api/v2/deputados/74057,Alice Portugal,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,BA,56,https://www.camara.leg.br/internet/deputado/bandep/74057.jpg,dep.aliceportugal@camara.leg.br,F
204545,https://dadosabertos.camara.leg.br/api/v2/deputados/204545,Alê Silva,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,MG,56,https://www.camara.leg.br/internet/deputado/bandep/204545.jpg,dep.alesilva@camara.leg.br,F
204528,https://dadosabertos.camara.leg.br/api/v2/deputados/204528,Adriana Ventura,NOVO,https://dadosabertos.camara.leg.br/api/v2/partidos/37901,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204528.jpg,dep.adrianaventura@camara.leg.br,F
160592,https://dadosabertos.camara.leg.br/api/v2/deputados/160592,Zeca Dirceu,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PR,56,https://www.camara.leg.br/internet/deputado/bandep/160592.jpg,dep.zecadirceu@camara.leg.br,M
204517,https://dadosabertos.camara.leg.br/api/v2/deputados/204517,Zé Vitor,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,MG,56,https://www.camara.leg.br/internet/deputado/bandep/204517.jpg,dep.zevitor@camara.leg.br,M
160632,https://dadosabertos.camara.leg.br/api/v2/deputados/160632,Zé Silva,SOLIDARIEDADE,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,MG,56,https://www.camara.leg.br/internet/deputado/bandep/160632.jpg,dep.zesilva@camara.leg.br,M
204559,https://dadosabertos.camara.leg.br/api/v2/deputados/204559,Zé Neto,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,BA,56,https://www.camara.leg.br/internet/deputado/bandep/204559.jpg,dep.zeneto@camara.leg.br,M
178889,https://dadosabertos.camara.leg.br/api/v2/deputados/178889,Zé Carlos,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MA,56,https://www.camara.leg.br/internet/deputado/bandep/178889.jpg,dep.zecarlos@camara.leg.br,M
191945,https://dadosabertos.camara.leg.br/api/v2/deputados/191945,Zé Augusto Nalin,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/191945.jpg,,M
74439,https://dadosabertos.camara.leg.br/api/v2/deputados/74439,Wolney Queiroz,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,PE,56,https://www.camara.leg.br/internet/deputado/bandep/74439.jpg,dep.wolneyqueiroz@camara.leg.br,M
204463,https://dadosabertos.camara.leg.br/api/v2/deputados/204463,Wladimir Garotinho,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/204463.jpg,,M
74044,https://dadosabertos.camara.leg.br/api/v2/deputados/74044,Wilson Santiago,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,PB,56,https://www.camara.leg.br/internet/deputado/bandep/74044.jpg,dep.wilsonsantiago@camara.leg.br,M
74043,https://dadosabertos.camara.leg.br/api/v2/deputados/74043,Wellington Roberto,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,PB,56,https://www.camara.leg.br/internet/deputado/bandep/74043.jpg,dep.wellingtonroberto@camara.leg.br,M
160518,https://dadosabertos.camara.leg.br/api/v2/deputados/160518,Weliton Prado,PROS,https://dadosabertos.camara.leg.br/api/v2/partidos/36763,MG,56,https://www.camara.leg.br/internet/deputado/bandep/160518.jpg,dep.welitonprado@camara.leg.br,M
178952,https://dadosabertos.camara.leg.br/api/v2/deputados/178952,Walter Alves,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,RN,56,https://www.camara.leg.br/internet/deputado/bandep/178952.jpg,dep.walteralves@camara.leg.br,M
160569,https://dadosabertos.camara.leg.br/api/v2/deputados/160569,Waldenor Pereira,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,BA,56,https://www.camara.leg.br/internet/deputado/bandep/160569.jpg,dep.waldenorpereira@camara.leg.br,M
204443,https://dadosabertos.camara.leg.br/api/v2/deputados/204443,Wagner Montes,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/204443.jpg,,M
178992,https://dadosabertos.camara.leg.br/api/v2/deputados/178992,Vitor Lippi,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,SP,56,https://www.camara.leg.br/internet/deputado/bandep/178992.jpg,dep.vitorlippi@camara.leg.br,M
179587,https://dadosabertos.camara.leg.br/api/v2/deputados/179587,Vitor Hugo,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,GO,56,https://www.camara.leg.br/internet/deputado/bandep/179587.jpg,dep.vitorhugo@camara.leg.br,M
204532,https://dadosabertos.camara.leg.br/api/v2/deputados/204532,Vinicius Poit,NOVO,https://dadosabertos.camara.leg.br/api/v2/partidos/37901,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204532.jpg,dep.viniciuspoit@camara.leg.br,M
160591,https://dadosabertos.camara.leg.br/api/v2/deputados/160591,Vinicius Gurgel,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,AP,56,https://www.camara.leg.br/internet/deputado/bandep/160591.jpg,,M
204478,https://dadosabertos.camara.leg.br/api/v2/deputados/204478,Vinicius Farah,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/204478.jpg,,M
141555,https://dadosabertos.camara.leg.br/api/v2/deputados/141555,Vinicius Carvalho,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,SP,56,https://www.camara.leg.br/internet/deputado/bandep/141555.jpg,dep.viniciuscarvalho@camara.leg.br,M
204483,https://dadosabertos.camara.leg.br/api/v2/deputados/204483,Vilson da Fetaemg,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,MG,56,https://www.camara.leg.br/internet/deputado/bandep/204483.jpg,dep.vilsondafetaemg@camara.leg.br,M
